"","name..1...2.","max.sylen..rm.na...TRUE.","min.sylen..rm.na...TRUE.","mean.sylen..rm.na...TRUE.","sd.sylen.","rate","mean.anasyl.dom..rm.na...TRUE.","max.anasyl.dom..rm.na...TRUE.","min.anasyl.dom..rm.na...TRUE.","sd.anasyl.dom.","mean.anasyl.harmonics..rm.na...TRUE.","max.anasyl.harmonics..rm.na...TRUE.","min.anasyl.harmonics..rm.na...TRUE.","sd.anasyl.harmonics.","mean.anasyl.HNR..rm.na...TRUE.","max.anasyl.HNR..rm.na...TRUE.","min.anasyl.HNR..rm.na...TRUE.","sd.anasyl.HNR.","mean.anasyl.f1_freq..rm.na...TRUE.","max.anasyl.f1_freq..rm.na...TRUE.","min.anasyl.f1_freq..rm.na...TRUE.","sd.anasyl.f1_freq.","mean.anasyl.f2_freq..rm.na...TRUE.","max.anasyl.f2_freq..rm.na...TRUE.","min.anasyl.f2_freq..rm.na...TRUE.","sd.anasyl.f2_freq.","mean.anasyl.f3_freq..rm.na...TRUE.","max.anasyl.f3_freq..rm.na...TRUE.","min.anasyl.f3_freq..rm.na...TRUE.","sd.anasyl.f3_freq.","mean.anasyl.entropy..rm.na...TRUE.","max.anasyl.entropy..rm.na...TRUE.","min.anasyl.entropy..rm.na...TRUE.","sd.anasyl.entropy.","mean.anasyl.specSlope..rm.na...TRUE.","max.anasyl.specSlope..rm.na...TRUE.","min.anasyl.specSlope..rm.na...TRUE.","sd.anasyl.specSlope."
"1","_Coq_bankiva_",1824,1,690.666666666667,982.155452733086,0.00925925925925928,752.897960944465,1305.54211843203,1,150.573256934561,10.4019887979568,20.7351816999124,1,4.80713120266432,13.8840878300535,26.4229454139429,-3.68592303055304,8.81528832657282,961.052528735632,1341.41,1,227.72501164434,1735.77310344828,3038.35,1,316.598292850112,2550.03747126437,11967.07,1,1176.10997151846,0.141916682738135,1,0.0370238229850824,0.0881187468429237,-0.00153183200331441,1,-0.00300191371841994,0.000547702721943169
"2","Cygne tubercule",424,1,397.333333333333,28.0950766742739,0.00029585798816568,1494.35346063882,1646.49148563177,1,117.653082478753,-2.57722217099868,9.45159411723383,-8.48972729071996,5.63491427950802,11.0652638743807,13.2830338428482,1,1.9388917921055,1401.388,1571.73,1,105.487760982698,1605.00866666667,1671.83,1,49.6355670097658,3032.994,3296.44,1,428.066704745217,0.135844330047832,1,0.102166702475985,0.0231973496533247,-0.00155262586783362,1,-0.00210986836826022,0.000346176192369042
"3"," Oie rieuse ",440.000000000015,1,137.882352941177,88.0657565833962,0.00288175508180466,1081.84660038669,2365.98415346122,1,197.997951960633,10.2705076546248,29.5887595243887,-8.91750056975578,9.36682181155872,12.6700092344107,27.1469740649314,-3.99027986282759,8.57329446410252,1139.01801136364,1516.96,1,148.086087178108,1991.99909090909,2593.54,1,405.15353891649,2975.99395454545,4967.01,1,647.805440302034,0.257214511365243,1,0.0776408652507878,0.112424893762151,-0.000516914283436887,1,-0.00209891213237488,0.000249689176901993
"4"," Vautour moine ",863.999999999998,1,206.857142857143,275.397016112223,0.00160414610069102,2189.48200881687,3266.35946622185,1,466.135983417794,13.0217728641619,20.0148551621882,1,3.80225868169435,9.4543231143063,20.7039682947765,1,4.24105130442385,2191.39642857143,2949.47,1,444.243500547359,2792.61071428571,3254.17,1,309.942121481868,3731.75357142857,5899.9,1,923.262062918609,0.35445962804372,1,0.235835929946729,0.0819723740457538,-0.000147813096289156,1,-0.000579654664998235,0.000260314511169007
"5"," Gypaète barbu ",1280,1,315.636363636364,434.811056144453,0.00153186274509804,2996.24687239366,3286.36780650542,1,182.127716147529,4.61653682817845,12.6646790639361,-6.57131690878361,9.16716048745436,16.5864022363897,24.7134246058715,1,6.69251565068326,2535.31,3258.32,1,876.081640553143,3040.065,3581.94,1,348.304292783521,4376.215,6427.14,1,1468.87734745184,0.274011386868604,1,0.247317127467856,0.0257348995513037,-0.000514521116372432,1,-0.000743084525341697,0.000180752821282744
"6"," Red tailed Ant Thrush ",1032,1,470.933333333334,406.550553290673,0.000820440693858416,2768.44978971838,3386.40950792327,1,422.051872815065,-4.06564191769675,19.1766085373719,-9.546364740742,5.02887766542138,21.2223014376551,30.2199873164629,-3.77095348865432,5.55224960536783,1279.91212765957,3280.35,1,230.527501666316,2321.04425531915,6161.27,1,543.874944926283,3190.95157446809,7763.27,1,824.557976427519,0.234014146302408,1,0.0991256965760491,0.092520144068485,-0.000258204799780553,1,-0.000573353112855913,0.000153578476067407
"7"," Ibis falcinelle ",392,1,280,92.1448135635787,0.00197889182058048,539.984908058302,565.23352793995,1,38.1759771790256,15.4986343897538,18.1542947503437,1,2.17219878166729,6.39869276512916,14.7623309238915,-2.75982675333756,6.79653898815371,1067.43,1885.32,1,243.247359985674,1947.32047619048,2726.13,1,369.258608924371,3264.27857142857,9191.71,1,1620.1339196353,0.233134263617912,1,0.165701407616615,0.0536434801405047,-0.0018670097695735,1,-0.00362003538629642,0.00052484265171462
"8"," Cockatiel ",272,1,251.428571428571,16.5062758627482,0.0005495713343592,2571.88502596604,3328.01702502757,1,556.601041300933,2.17157082299625,21.1047963895576,-12.8805141317066,9.85672033266825,14.0139580660707,45.070629384798,-1.01262775782521,8.96707918268307,2358.08845070423,3243.22,1,451.212454826452,2719.44469483568,3331.34,1,408.324797101345,3541.7276056338,9666.96,1,724.136687124089,0.168551204245858,1,0.0377252245822489,0.107799404372023,-0.000125881520340984,1,-0.000714590815925633,0.000239754763497263
"9"," Grue moine ",856,1,427.333333333333,234.676218514429,0.000765441959531416,1138.75301728513,1405.58381984987,1,138.776235575735,9.01485335903044,28.5419825961901,-6.28060284813491,9.78913207081808,11.4399960539159,28.8866929834686,-0.205981494552271,7.29000073658648,1148.48899470899,1452.21,1,120.053303409211,1790.57185185185,3318.81,1,527.51302635406,2910.85624338624,10453.5,1,686.205063951547,0.312999947522627,1,0.079495789161585,0.118252558399007,-0.000573352944789175,1,-0.00278517102940181,0.00045298797621498
"10"," Cigogne blanche ",840,1,311,277.834483101,0.00243055555555556,2166.5843932823,2646.65206508135,1,405.507266183029,-1.63378653958019,34.114851247996,-15.4956336448682,13.2475953792982,22.336671002784,31.9082325659437,1,8.23244289908427,1483.29058139535,2305.74,1,266.998462671735,2157.88255813953,2629.18,1,369.95524286431,2611.78825581395,3727.75,1,410.24966273834,0.0854236010028119,1,0.0335106470832966,0.0366614005578615,-0.000349186072135913,1,-0.00096363973814476,0.000193204577836246
"11","_Martinet_noir_",1608,1,525.714285714286,487.052945200593,0.00138121546961326,3207.90805792787,3488.16231449384,1,201.06933952169,19.8766856655937,38.7263963960591,1,9.07596254433006,6.24874716869094,14.5753025767738,-0.693147337059556,3.87552631319947,2488.99178571429,3047.03,1,247.130393637966,3173.84178571429,4325.26,1,344.020925279301,3917.11714285714,5851.92,1,764.403917377878,0.123684977123468,1,0.0776252262711797,0.0312534065266123,0.000886060097821512,1,9.18952728244032e-05,0.00051283742967824
"12"," Labbe pomarin ",712,1,366.08,228.347161020114,0.0016426922393891,578.520586383875,1625.67556296914,1,170.889413752091,13.9012305926869,20.2357496931073,-5.21187739592286,2.16874777672438,7.6079548621555,22.7134336257456,-5.70451393135847,5.70112863612262,1256.99423143351,2500.69,1,327.296863499193,2029.02680483592,5701.6,1,378.70318480961,2711.55590673575,10151.2,1,592.644103263149,0.219527276474538,1,0.0678813905783472,0.0750142286931504,-0.00070160539050937,1,-0.00304810463591986,0.000494479633374148
"13"," Nilgiri Pipit ",128,1,108,15.6106472541118,0.000941483198146002,2449.30315808636,3087.79909082817,1,381.019895432138,15.0597127331836,29.0954042802345,-4.61373821680075,10.8275336804265,7.1257047444232,11.886468468147,-2.21982371502671,3.38431536342423,1647.38958333333,2585.25,1,229.362788810921,2652.59333333333,3104.14,1,272.846544331467,3336.40041666667,4906.7,1,432.435765528841,0.311821807597134,1,0.158398861022805,0.0951258964081942,9.25681296819221e-06,1,-0.000221094916894158,0.000150914821871047
"14"," Puffin fuligineux ",4552,1,412.571428571429,986.557883321023,0.00400641025641026,327.961935692845,445.401814634774,1,77.5715807127361,9.42545104982876,16.5555014700584,1,2.98152372381028,3.77979134901525,9.64064554973316,-1.64141932315537,3.29243971906356,834.486333333333,1073.75,1,85.8032125225822,1993.49266666667,4312.91,1,1048.05508201829,3860.03466666667,8481.76,1,1478.53648289328,0.311174811025944,1,0.234900708983708,0.0670494227082389,-0.00239449626567051,1,-0.00338376208138083,0.000672609769432611
"15","_Colin_ecaille_",408,1,247.314285714286,121.517796186057,0.000603864734299517,1585.52549346678,2926.21768140117,1,430.200374252776,22.2506183663733,32.3189908551533,-5.49008847413088,6.2516936908535,6.38197718909961,16.9724438285028,-3.26188331422908,3.58396155723775,1503.7332,2840.99,1,303.33869208947,2028.5728,3546.58,1,354.982968488545,2518.51193333333,8370.89,1,741.231868641335,0.199398508572158,1,0.0867291342009103,0.078653056525847,-0.000767144535096307,1,-0.00266102098840549,0.00077856166415842
"16"," Pélican blanc ",1200,1,1000,282.842712474619,0.00181159420289855,532.147179762335,645.583426467607,1,155.382715653591,4.21477147706025,11.0588647516712,-0.890265438825005,5.29297593585403,9.06342686726143,14.1111215510298,1,2.90011686561233,645.752222222222,679.51,1,19.735397625699,1943.92222222222,2062.46,1,69.3564524355481,3304.92444444444,3507.38,1,142.48586176452,0.308757142750281,1,0.268836412361897,0.0233534496643113,-0.00507765926798528,1,-0.00577955912896461,0.000544095115714328
"17"," Cigogne noire ",344,1,189,95.7078889120432,0.002734375,2101.01671206655,2346.46433041302,1,133.868606203601,-9.13210895492315,1,-11.4219974162112,1.41397696876537,24.0848553164512,31.0095842217697,1,3.93213065850549,1574.22588235294,2252.58,1,462.400002346897,2106.31470588235,2327.88,1,114.025693522312,3185.44,6261.74,1,1217.20693264489,0.084794968787896,1,0.0528291525812088,0.0228220508700141,-0.000644590975789129,1,-0.00112991944269049,0.000225292261484094
"18"," Trogon narina ",336,1,216.714285714286,66.3965262743368,0.000897753982763124,505.021120767595,525.474459367907,1,9.37445244692189,-7.41561271286581,1,-9.40447447880091,0.931530357479665,20.3538672735412,22.5176960150661,1,2.02370560853306,502.620108695652,522.82,1,8.29319083789646,3675.79086956522,12060.99,1,1674.00964274643,6005.66347826087,14455.7,1,2683.4268939898,0.104996439729797,1,0.0690910532156193,0.0194901419056681,-0.00166105022786188,1,-0.00250783249553296,0.000379360337267397
"19","_Coulicou_a_bec_noir_",112,1,104.8,7.95543140809402,0.00301608579088472,731.969696969697,745.308590492077,1,13.0322112970991,-3.92186150310655,1,-4.42859860759996,0.389083814680425,21.217454494229,22.9156257444724,1,1.17223794208612,725.513333333333,740.82,1,12.2453006446876,2163.55333333333,2217.42,1,46.6277935713597,2955.86333333333,3083.82,1,90.7040459489826,0.160203628156179,1,0.150867404821934,0.00711088097493069,-0.00281050690937893,1,-0.00316445927075198,0.000234306158531771
"20"," Fou de Bassan ",112,1,91.2,10.1192885125388,0.00646551724137931,543.991258462444,845.76503830044,1,134.220455690721,20.0255732004363,26.6606829229333,1,3.81487728329581,-0.91371794293948,4.12984136446745,-4.12165947021388,1.99564160136321,935.798333333333,1638,1,155.167253208793,1793.258,2542.52,1,233.897359843361,2674.97883333333,10930.66,1,1147.57582280139,0.382825578800483,1,0.223931688880593,0.0574868712827488,-0.0017976345997634,1,-0.00405251469548697,0.00125988566453775
"21"," Cormoran pygmée ",184,1,91.7333333333333,37.0163413077187,0.00142045454545455,772.939155645578,1505.62552126772,1,280.463466876085,18.2369233248191,27.2022960990814,1,3.84206775341541,1.51326328847748,7.55417786193617,-3.9904407516194,3.1964340103683,1236.04261904762,2820.8,1,309.434745081584,2036.19738095238,3502.46,1,376.844555577738,2754.015,5096.01,1,445.298020377858,0.371068723610275,1,0.139866028886677,0.0944237690212635,-0.000689880032323372,1,-0.00247152337153301,0.000592565985425758
"22"," Puffin majeur ",1991.99999999999,1,217.154639175258,242.78108023683,0.00352941176470588,363.416954723106,2307.09080468012,1,162.27905001683,4.97986896718568,12.330297493955,-9.80440456349058,3.94458687699474,8.5054931822105,23.3534097223139,-3.12813217398722,5.52833483174104,785.48403930131,5219.99,1,315.773030055517,1859.18729257642,8483.8,1,718.964434496073,3201.18427947598,11740.18,1,979.929605821505,0.295810862017635,1,0.0504552849644132,0.140343790493644,-0.000596835913153166,1,-0.00186555459373132,0.000256259391545068
"23"," Flamant rose ",928,1,280,219.166907477688,0.000854603463992707,600.973249065903,1185.98497495826,1,266.590261750762,15.2151063484618,21.538917370422,-1.63488771810548,3.90540340253511,0.692554419520773,6.62708465738688,-4.73289437795401,2.17687861893654,979.409226190476,1264.98,1,103.169328659463,1816.42648809524,3091.32,1,426.254823025222,2719.80428571429,4842.99,1,581.174766749274,0.274712378564211,1,0.151543889836104,0.0496498502358925,-0.000724423141634629,1,-0.0014502280013608,0.000294208570881933
"24"," Océanite tempête ",543.999999999998,1,188.952380952381,168.636436214264,0.00290023201856148,650.776107376052,805.728715933873,1,92.3087793942883,14.4787439417269,21.0624333792741,1,2.92309135753778,-0.24929132503527,8.17163150554584,-4.88722743348262,2.83868631186387,1247.88518796992,1821.12,1,171.524796010273,2108.45203007519,4286.29,1,599.003018076526,3045.80127819549,4845.65,1,611.434922094484,0.454050580232076,1,0.256887084889292,0.0600671580304299,-0.000931055776042892,1,-0.00165553130252326,0.00025031149241374
"25","_Ortalide_chacamel_",712,1,539.2,258.896118163251,0.00131926121372032,462.217070028732,885.801360667007,1,161.232385280184,13.8229046837839,21.0464838151477,1,2.65411010238375,1.34926665252357,6.46539762752621,-4.26493895016312,2.44256132492528,1157.4784,1438.06,1,151.446410207488,2014.5,3712.05,1,520.22556604941,3469.0306,9148.39,1,1499.4821839969,0.510447297571918,1,0.372343146932639,0.0713310970478827,-0.00151068256819294,1,-0.00228501743560533,0.000626988564826741
"26"," Pélican frisé ",424,1,240,147.36802004958,0.000801282051282051,1092.9535029191,1225.50875729775,1,73.2718268745913,17.5000369029773,25.5588672796099,1,3.50728469718332,4.66973765887141,7.29881421632522,0.383491290842878,2.33519864562545,1109.75,1158.29,1,67.8107741123362,1409.04625,1560.79,1,111.897603055842,2310.145,2863.35,1,248.88572587205,0.226516294895423,1,0.170099538502541,0.0392398504155276,-0.00221697604073894,1,-0.00280334746586359,0.000408813028671214
"27"," Grey Parrot ",5352,1,1045,1743.70606959512,0.00013838367863356,1511.05888187407,3488.16231449384,1,1003.98476063428,10.9987466653363,21.7258798000975,-6.86644017748816,8.29110442393933,5.42914055809817,21.1306595646987,-5.84749047104674,7.00152007453186,1214.24690265487,3397.39,1,537.8658666219,2179.25318584071,3870.32,1,659.095458368168,3147.98876106195,6053.21,1,819.146244900241,0.420147359761153,1,0.133426920471523,0.144104403787323,-0.000431136183503063,1,-0.00229447161943031,0.000781475295955007
"28","_Dindon_sauvage_",216,1,130.72,34.837840088628,0.00133152173913044,749.031072405299,1465.60884070058,1,196.90209730375,14.9650045967339,25.7748273910968,-3.15077136000748,5.59628952296856,4.47199965258467,15.621770439971,-4.25865805233717,3.66623159095514,1044.30604651163,1655.51,1,216.737994161,1634.27441860465,3388.99,1,244.745860253766,2224.80761627907,4737.64,1,505.571323110394,0.172079067471168,1,0.0709528002891254,0.054762765349705,-0.00115289905675694,1,-0.00354324356992194,0.00069281294403012
"29"," Grand duc d’Europe ",959.999999999985,1,938.666666666665,14.4222051018533,0.000108213396818526,435.366660106893,505.208507089241,1,55.9868943711971,-4.78363037098589,6.72903757073877,-9.8822716965573,2.92529081085183,13.0601113510044,20.4391562299266,1,4.58913264173242,446.609850187266,530.05,1,37.1383995789499,1839.89853932584,13917.44,1,1937.81326199188,3847.75441947566,18115.18,1,3263.22937270976,0.0759816709735295,1,0.0326692054359272,0.0277995666076414,-0.00145465812228751,1,-0.00300044789990945,0.000605035393782756
"30"," Buse variable ",888,1,559.428571428571,355.014564010183,0.000406860290435653,1864.5152784801,2846.18432026689,1,574.649001132382,3.2664927828501,32.5875868265586,-13.3254669629708,10.4079098674997,17.4361098813996,28.7276868145954,-1.67063163785911,6.98996622279734,1218.12409448819,2059.18,1,184.255925564684,2162.56625984252,2996.88,1,380.695822922059,2548.75318897638,11672.7,1,778.834950449939,0.110652561365926,1,0.0348090432269637,0.0392190748277291,-0.000566333008637313,1,-0.00211593583599822,0.000343356066479272
"31"," Plongeon arctique ",880,1,381.333333333333,300.811347303699,0.00504032258064516,1093.28126043125,1866.69125864789,1,299.324375259623,0.22997431211149,20.9497055901727,-13.3924095400991,10.4341007827222,15.9076366190803,25.8585524601838,1,5.73798031381388,1037.60010416667,1680.02,1,113.180061211233,1355.66375,4035.76,1,453.575345538673,2549.061875,5725.66,1,802.395341904557,0.12769387564457,1,0.0447915174065871,0.0530466895732509,-0.000709450531375428,1,-0.00276281177792132,0.000485921879945901
"32"," Garrot a oeil dor ",232,1,140.169014084507,44.0628132934466,0.00287567302985805,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA
"33","_Marouette_poussin_",528,1,190.47619047619,114.336179334286,0.00117536436295252,772.698749981456,1616.46424385685,1,467.352371320946,13.730522787455,18.9071116557043,1,3.09159413437283,5.94912134736675,10.260329606961,1,2.8835208139594,1258.27,2843.56,1,458.086533229603,2720.094,4482.85,1,625.434221089215,3941.788,5420.1,1,821.874146778665,0.502113205775177,1,0.307430615097969,0.0749784292410343,0.000526558221196695,1,-8.62795659592792e-05,0.000357349041422752
"34"," Bécasseau minute ",128,1,104.827586206897,21.5440291162682,0.0032430587164315,3011.00712342252,3486.45120934112,1,616.778540246611,22.0687451582345,27.9011431924777,1,2.93755523742722,2.21578888146595,16.4609004657095,-5.76386002372379,4.00415531916986,2612.28803278689,6451.41,1,969.435219654241,3440.34098360656,9451.58,1,962.548594436847,4349.11754098361,10505.97,1,1243.88387483808,0.237339283767801,1,0.0828632886854,0.101414122045044,0.000812540594160811,1,3.13173336023228e-05,0.000512679225740067
"35","_Martinet_des_maisons_",856,1,189.666666666667,233.922816454426,0.00298546209761163,2783.52304084226,3468.14415331055,1,868.359128806625,13.2804829104837,20.3317465383218,1,5.13116737347211,5.47331159204848,12.2485620617346,-2.33785706514281,5.27682668909415,1818.086,3512.63,1,948.809955960623,2515.314,4559.01,1,1144.60381474552,3656.64,5193.29,1,873.546125542321,0.273050381039037,1,0.219271904026175,0.0484412239259876,0.000317254903183947,1,0.00016065499823062,0.000132911055742016
"36"," Aigle de Bonelli ",624,1,245.818181818182,200.098884645476,0.0034435261707989,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA
"37"," California Gnatcatcher ",536,1,276.5,212.082373933652,0.00172493100275989,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA
"38"," Kea ",3056,1,470.222222222222,643.866525425963,0.00151022304832714,1281.00577850982,2846.18432026689,1,449.682875615056,3.86167244718972,13.5573573640116,-10.4354075031562,5.10294537382082,10.4986587786392,22.5123253754585,-1.42526325967809,4.54414059657187,1181.73110251451,2202.06,1,211.513593520457,2248.18779497099,8728.17,1,457.09710576529,2840.03539651838,12974.3,1,852.022742452277,0.266223067371975,1,0.0763798457736374,0.090781901294428,-0.00036812734477445,1,-0.00137706388271038,0.000237444101769838
